Climate,SoilType,WaterLevel,LandSize,PlantName,FertilizerName,DiseasesName,MedicineName
Spring,Silt,high,1.85,Fig(Athi Pazham),Vermicompost,Wilt,Sulfur Spray
Summer,Red Soil,medium,4.52,Mulberry(Musukette),Urea,Blight,Carbendazim
Summer,Clay,high,4.23,Mulberry(Musukette),Bone Meal,Powdery Mildew,Sulfur Spray
Winter,Sandy,medium,3.31,Mulberry(Musukette),NPK,Blight,Neem Oil
Cold,Loamy,low,1.41,Mulberry(Musukette),Farmyard Manure,Powdery Mildew,Trichoderma
Winter,Clay,high,0.96,Mulberry(Musukette),Vermicompost,Powdery Mildew,Copper Fungicide
Winter,Sandy,low,4.54,Mulberry(Musukette),Farmyard Manure,Leaf Spot,Chlorothalonil
Cold,Silt,high,0.95,Mulberry(Musukette),Bone Meal,Root Rot,Copper Fungicide
Summer,Sandy,medium,4.07,Mulberry(Musukette),Urea,Leaf Spot,Trichoderma
Winter,Black Soil,medium,3.37,Mulberry(Musukette),Urea,Wilt,Sulfur Spray
Summer,Black Soil,medium,2.47,Mulberry(Musukette),NPK,Wilt,Chlorothalonil
Winter,Red Soil,medium,1.39,Date Palm(Periccampalam),Compost,Wilt,Neem Oil
Rainy (Monsoon),Clay,low,4.46,Date Palm(Periccampalam),Urea,Powdery Mildew,Chlorothalonil
Cold,Red Soil,medium,2.98,Date Palm(Periccampalam),Compost,Root Rot,Neem Oil
Cold,Clay,medium,3.11,Date Palm(Periccampalam),NPK,Rust,Chlorothalonil
Summer,Loamy,low,4.99,Date Palm(Periccampalam),NPK,Wilt,Carbendazim
Summer,Loamy,low,4.91,Date Palm(Periccampalam),Urea,Root Rot,Neem Oil
Summer,Black Soil,high,4.79,Date Palm(Periccampalam),Vermicompost,Wilt,Neem Oil
Winter,Silt,medium,4.36,Date Palm(Periccampalam),Vermicompost,Rust,Neem Oil
Spring,Clay,medium,0.89,Date Palm(Periccampalam),NPK,Rust,Chlorothalonil
Summer,Red Soil,medium,4.16,Date Palm(Periccampalam),Farmyard Manure,Blight,Sulfur Spray
Cold,Loamy,low,3.34,Palmyra Palm(Panai maram),NPK,Wilt,Carbendazim
Summer,Silt,medium,1.1,Palmyra Palm(Panai maram),NPK,Wilt,Carbendazim
Spring,Clay,low,2.82,Palmyra Palm(Panai maram),Bone Meal,Wilt,Carbendazim
Winter,Silt,high,0.86,Palmyra Palm(Panai maram),Farmyard Manure,Root Rot,Chlorothalonil
Spring,Silt,medium,4.65,Palmyra Palm(Panai maram),Farmyard Manure,Powdery Mildew,Carbendazim
Rainy (Monsoon),Red Soil,medium,2.36,Palmyra Palm(Panai maram),Farmyard Manure,Leaf Spot,Trichoderma
Summer,Loamy,low,2.22,Palmyra Palm(Panai maram),Urea,Powdery Mildew,Trichoderma
Summer,Clay,high,4.2,Palmyra Palm(Panai maram),Compost,Powdery Mildew,Trichoderma
Spring,Silt,high,2,Palmyra Palm(Panai maram),Vermicompost,Leaf Spot,Copper Fungicide
Rainy (Monsoon),Loamy,medium,1.21,Palmyra Palm(Panai maram),Farmyard Manure,Root Rot,Carbendazim
Spring,Black Soil,high,4.88,Sago Palm,NPK,Leaf Spot,Sulfur Spray
Rainy (Monsoon),Clay,high,3.7,Sago Palm,Urea,Powdery Mildew,Neem Oil
Rainy (Monsoon),Black Soil,low,2.31,Sago Palm,NPK,Wilt,Sulfur Spray
Winter,Silt,low,3.44,Sago Palm,Vermicompost,Leaf Spot,Trichoderma
Summer,Silt,low,2.29,Sago Palm,Urea,Root Rot,Chlorothalonil
Rainy (Monsoon),Clay,high,2.83,Sago Palm,Compost,Wilt,Sulfur Spray
Rainy (Monsoon),Clay,low,4.78,Sago Palm,Bone Meal,Wilt,Copper Fungicide
Cold,Red Soil,low,2.7,Sago Palm,Bone Meal,Wilt,Copper Fungicide
Cold,Black Soil,medium,1.21,Sago Palm,Vermicompost,Powdery Mildew,Copper Fungicide
Rainy (Monsoon),Red Soil,medium,2.44,Sago Palm,NPK,Powdery Mildew,Neem Oil
Spring,Red Soil,low,3.74,Roselle(Pulicha Keerai ),NPK,Wilt,Neem Oil
Spring,Black Soil,low,3.66,Roselle(Pulicha Keerai ),NPK,Root Rot,Copper Fungicide
Rainy (Monsoon),Sandy,low,3.35,Roselle(Pulicha Keerai ),Farmyard Manure,Blight,Chlorothalonil
Winter,Loamy,high,4.86,Roselle(Pulicha Keerai ),Urea,Rust,Chlorothalonil
Spring,Sandy,medium,4.09,Roselle(Pulicha Keerai ),Vermicompost,Root Rot,Sulfur Spray
Spring,Black Soil,medium,4.11,Roselle(Pulicha Keerai ),Compost,Root Rot,Carbendazim
Rainy (Monsoon),Sandy,medium,2.87,Roselle(Pulicha Keerai ),Farmyard Manure,Root Rot,Copper Fungicide
Summer,Clay,low,3.31,Roselle(Pulicha Keerai ),Compost,Wilt,Chlorothalonil
Summer,Black Soil,low,3.13,Roselle(Pulicha Keerai ),NPK,Blight,Neem Oil
Rainy (Monsoon),Clay,high,3.05,Roselle(Pulicha Keerai ),Urea,Blight,Trichoderma
Winter,Red Soil,medium,3.06,Sunn Hemp(Sanappai ),Farmyard Manure,Wilt,Chlorothalonil
Winter,Silt,high,4.3,Sunn Hemp(Sanappai ),Bone Meal,Root Rot,Neem Oil
Cold,Black Soil,low,4.41,Sunn Hemp(Sanappai ),Bone Meal,Root Rot,Carbendazim
Summer,Red Soil,medium,0.95,Sunn Hemp(Sanappai ),Bone Meal,Blight,Carbendazim
Rainy (Monsoon),Black Soil,low,2.17,Sunn Hemp(Sanappai ),Vermicompost,Leaf Spot,Trichoderma
Summer,Clay,high,2.84,Sunn Hemp(Sanappai ),Urea,Leaf Spot,Neem Oil
Rainy (Monsoon),Loamy,low,3.93,Sunn Hemp(Sanappai ),NPK,Root Rot,Trichoderma
Spring,Clay,low,1.09,Sunn Hemp(Sanappai ),Urea,Root Rot,Trichoderma
Summer,Sandy,low,2.06,Sunn Hemp(Sanappai ),Compost,Blight,Copper Fungicide
Cold,Red Soil,medium,1.58,Sunn Hemp(Sanappai ),Vermicompost,Leaf Spot,Neem Oil
Winter,Black Soil,low,3.99,Indigo(aviri),NPK,Root Rot,Carbendazim
Summer,Loamy,medium,2.35,Indigo(aviri),Farmyard Manure,Wilt,Neem Oil
Summer,Loamy,low,0.52,Indigo(aviri),Compost,Root Rot,Trichoderma
Summer,Sandy,low,2.62,Indigo(aviri),Vermicompost,Blight,Sulfur Spray
Spring,Clay,low,1.22,Indigo(aviri),Compost,Root Rot,Trichoderma
Spring,Sandy,high,2.7,Indigo(aviri),NPK,Root Rot,Sulfur Spray
Winter,Sandy,high,3.64,Indigo(aviri),Vermicompost,Wilt,Copper Fungicide
Rainy (Monsoon),Clay,medium,3.47,Indigo(aviri),NPK,Root Rot,Chlorothalonil
Rainy (Monsoon),Silt,high,1.96,Indigo(aviri),NPK,Wilt,Sulfur Spray
Winter,Silt,high,2.93,Indigo(aviri),Farmyard Manure,Root Rot,Carbendazim
Rainy (Monsoon),Red Soil,high,3.14,Henna(Marutani),Compost,Root Rot,Copper Fungicide
Rainy (Monsoon),Clay,high,2.64,Henna(Marutani),Farmyard Manure,Powdery Mildew,Copper Fungicide
Winter,Silt,medium,2.21,Henna(Marutani),Bone Meal,Rust,Carbendazim
Winter,Silt,low,1.63,Henna(Marutani),Compost,Wilt,Neem Oil
Cold,Loamy,high,2.73,Henna(Marutani),Bone Meal,Wilt,Copper Fungicide
Summer,Black Soil,high,4.07,Henna(Marutani),Bone Meal,Root Rot,Carbendazim
Winter,Sandy,medium,3.54,Henna(Marutani),Compost,Wilt,Neem Oil
Rainy (Monsoon),Loamy,medium,4.83,Henna(Marutani),Bone Meal,Powdery Mildew,Carbendazim
Summer,Red Soil,low,1.93,Henna(Marutani),Vermicompost,Root Rot,Sulfur Spray
Cold,Black Soil,medium,2.74,Henna(Marutani),NPK,Leaf Spot,Neem Oil
Spring,Clay,low,4.79,Vetiver,Urea,Rust,Copper Fungicide
Rainy (Monsoon),Silt,low,4.27,Vetiver,Bone Meal,Root Rot,Carbendazim
Spring,Silt,medium,2.38,Vetiver,Vermicompost,Powdery Mildew,Carbendazim
Spring,Clay,low,1.83,Vetiver,NPK,Wilt,Chlorothalonil
Summer,Black Soil,high,1.96,Vetiver,Compost,Blight,Neem Oil
Rainy (Monsoon),Clay,medium,2.08,Vetiver,Vermicompost,Powdery Mildew,Copper Fungicide
Spring,Silt,medium,0.67,Vetiver,Compost,Wilt,Trichoderma
Summer,Loamy,medium,0.78,Vetiver,Farmyard Manure,Root Rot,Trichoderma
Winter,Sandy,low,4.1,Vetiver,Urea,Blight,Sulfur Spray
Spring,Black Soil,low,0.77,Vetiver,Urea,Leaf Spot,Neem Oil
Rainy (Monsoon),Black Soil,medium,3.48,Patchouli,NPK,Blight,Carbendazim
Winter,Loamy,low,1.54,Patchouli,Farmyard Manure,Powdery Mildew,Chlorothalonil
Summer,Sandy,high,3.77,Patchouli,NPK,Rust,Carbendazim
Summer,Silt,medium,1.1,Patchouli,NPK,Root Rot,Copper Fungicide
Rainy (Monsoon),Red Soil,low,0.81,Patchouli,Farmyard Manure,Root Rot,Copper Fungicide
Summer,Black Soil,medium,1.89,Patchouli,Urea,Wilt,Trichoderma
Cold,Red Soil,medium,0.66,Patchouli,Farmyard Manure,Wilt,Chlorothalonil
Rainy (Monsoon),Loamy,low,3.72,Patchouli,Bone Meal,Rust,Copper Fungicide
Rainy (Monsoon),Red Soil,low,2.16,Patchouli,Urea,Powdery Mildew,Trichoderma
Winter,Sandy,medium,2.68,Patchouli,Bone Meal,Blight,Copper Fungicide
Summer,Black Soil,medium,4.53,Citronella,Bone Meal,Blight,Sulfur Spray
Winter,Sandy,low,2.45,Citronella,Farmyard Manure,Root Rot,Copper Fungicide
Winter,Sandy,medium,3.22,Citronella,Farmyard Manure,Leaf Spot,Copper Fungicide
Spring,Loamy,low,2.07,Citronella,Bone Meal,Wilt,Chlorothalonil
Rainy (Monsoon),Red Soil,medium,3.11,Citronella,Farmyard Manure,Wilt,Sulfur Spray
Summer,Sandy,medium,4.06,Citronella,Vermicompost,Powdery Mildew,Carbendazim
Rainy (Monsoon),Sandy,low,1.29,Citronella,Bone Meal,Blight,Trichoderma
Rainy (Monsoon),Red Soil,high,4,Citronella,Compost,Powdery Mildew,Neem Oil
Summer,Clay,low,3.62,Citronella,NPK,Root Rot,Copper Fungicide
Spring,Clay,high,1.53,Citronella,Vermicompost,Wilt,Carbendazim
Winter,Red Soil,low,1.11,Basil(Tulsi),Bone Meal,Rust,Trichoderma
Spring,Black Soil,high,1.8,Basil(Tulsi),Bone Meal,Powdery Mildew,Sulfur Spray
Summer,Loamy,low,2.16,Basil(Tulsi),NPK,Blight,Copper Fungicide
Rainy (Monsoon),Clay,high,4.47,Basil(Tulsi),Bone Meal,Root Rot,Carbendazim
Cold,Silt,low,2.1,Basil(Tulsi),Vermicompost,Wilt,Sulfur Spray
Rainy (Monsoon),Loamy,low,3.68,Basil(Tulsi),Urea,Powdery Mildew,Sulfur Spray
Summer,Silt,high,2.67,Basil(Tulsi),Bone Meal,Blight,Chlorothalonil
Rainy (Monsoon),Silt,low,1.93,Basil(Tulsi),Farmyard Manure,Wilt,Sulfur Spray
Summer,Clay,medium,3.82,Basil(Tulsi),Compost,Blight,Chlorothalonil
Spring,Silt,low,0.54,Basil(Tulsi),Farmyard Manure,Wilt,Copper Fungicide
Spring,Silt,medium,3.47,Oregano( Karpuravalli ,NPK,Powdery Mildew,Copper Fungicide
Rainy (Monsoon),Loamy,low,1.87,Oregano( Karpuravalli ,NPK,Root Rot,Neem Oil
Cold,Loamy,low,0.64,Oregano( Karpuravalli ,Compost,Wilt,Trichoderma
Summer,Sandy,high,2.6,Oregano( Karpuravalli ,Urea,Wilt,Carbendazim
Winter,Silt,high,1.63,Oregano( Karpuravalli ,Urea,Wilt,Neem Oil
Cold,Sandy,high,1.45,Oregano( Karpuravalli ,Bone Meal,Leaf Spot,Carbendazim
Rainy (Monsoon),Clay,medium,2,Oregano( Karpuravalli ,Urea,Root Rot,Carbendazim
Summer,Red Soil,low,3.07,Oregano( Karpuravalli ,Compost,Blight,Chlorothalonil
Winter,Loamy,medium,3.57,Oregano( Karpuravalli ,Urea,Wilt,Carbendazim
Cold,Red Soil,high,1.09,Oregano( Karpuravalli ,Vermicompost,Blight,Carbendazim
Cold,Loamy,high,3.42,Thyme,Farmyard Manure,Powdery Mildew,Carbendazim
Winter,Loamy,low,0.82,Thyme,NPK,Powdery Mildew,Neem Oil
Winter,Black Soil,medium,2.53,Thyme,NPK,Powdery Mildew,Trichoderma
Rainy (Monsoon),Sandy,low,4.3,Thyme,NPK,Wilt,Trichoderma
Summer,Silt,low,2.3,Thyme,Urea,Wilt,Sulfur Spray
Cold,Black Soil,medium,4.99,Thyme,Urea,Wilt,Chlorothalonil
Cold,Loamy,low,1.55,Thyme,NPK,Powdery Mildew,Chlorothalonil
Winter,Black Soil,low,4.57,Thyme,NPK,Powdery Mildew,Neem Oil
Cold,Red Soil,low,3.79,Thyme,Farmyard Manure,Powdery Mildew,Neem Oil
Rainy (Monsoon),Silt,high,0.88,Thyme,Compost,Powdery Mildew,Carbendazim
Spring,Clay,low,4.66,Rosemary,Bone Meal,Blight,Sulfur Spray
Rainy (Monsoon),Loamy,low,1.83,Rosemary,Bone Meal,Wilt,Neem Oil
Winter,Clay,high,1.64,Rosemary,Bone Meal,Rust,Copper Fungicide
Cold,Sandy,medium,0.57,Rosemary,Vermicompost,Powdery Mildew,Trichoderma
Spring,Black Soil,medium,4.56,Rosemary,Compost,Wilt,Neem Oil
Winter,Clay,high,1.74,Rosemary,Compost,Powdery Mildew,Neem Oil
Cold,Red Soil,low,2.91,Rosemary,NPK,Root Rot,Neem Oil
Winter,Black Soil,low,2.94,Rosemary,Urea,Rust,Trichoderma
Rainy (Monsoon),Black Soil,high,0.78,Rosemary,NPK,Root Rot,Trichoderma
Winter,Silt,medium,3.33,Rosemary,Vermicompost,Blight,Chlorothalonil
Summer,Loamy,high,3.85,Sage(Munivar),Farmyard Manure,Wilt,Carbendazim
Winter,Red Soil,low,0.77,Sage(Munivar),Bone Meal,Leaf Spot,Neem Oil
Rainy (Monsoon),Black Soil,medium,0.9,Sage(Munivar),Bone Meal,Powdery Mildew,Carbendazim
Spring,Silt,low,4.69,Sage(Munivar),Farmyard Manure,Rust,Carbendazim
Cold,Red Soil,medium,0.92,Sage(Munivar),Vermicompost,Leaf Spot,Neem Oil
Rainy (Monsoon),Sandy,low,0.83,Sage(Munivar),Compost,Wilt,Neem Oil
Spring,Silt,medium,3.91,Sage(Munivar),Vermicompost,Powdery Mildew,Sulfur Spray
Winter,Sandy,high,1.56,Sage(Munivar),Urea,Wilt,Neem Oil
Cold,Silt,medium,2.86,Sage(Munivar),Vermicompost,Powdery Mildew,Carbendazim
Cold,Red Soil,medium,3.32,Sage(Munivar),Urea,Blight,Trichoderma
Summer,Sandy,low,0.68,Lavender,Vermicompost,Leaf Spot,Carbendazim
Cold,Loamy,low,4.14,Lavender,NPK,Powdery Mildew,Chlorothalonil
Winter,Loamy,high,1.73,Lavender,Vermicompost,Wilt,Sulfur Spray
Spring,Loamy,high,4.9,Lavender,Compost,Leaf Spot,Carbendazim
Cold,Black Soil,low,2.38,Lavender,NPK,Rust,Copper Fungicide
Rainy (Monsoon),Silt,medium,3.31,Lavender,Vermicompost,Leaf Spot,Sulfur Spray
Spring,Black Soil,low,2.52,Lavender,Compost,Rust,Neem Oil
Cold,Loamy,high,1.1,Lavender,NPK,Wilt,Neem Oil
Winter,Silt,low,2.43,Lavender,Vermicompost,Rust,Trichoderma
Cold,Sandy,low,2.82,Lavender,Compost,Wilt,Neem Oil
Cold,Red Soil,high,2.64,Chamomile(Seemai Chamanthi) ,Farmyard Manure,Leaf Spot,Carbendazim
Summer,Clay,low,3.37,Chamomile(Seemai Chamanthi) ,Compost,Rust,Trichoderma
Cold,Clay,high,3.1,Chamomile(Seemai Chamanthi) ,NPK,Wilt,Carbendazim
Spring,Silt,medium,2.53,Chamomile(Seemai Chamanthi) ,Urea,Root Rot,Carbendazim
Spring,Red Soil,medium,2.09,Chamomile(Seemai Chamanthi) ,Bone Meal,Leaf Spot,Sulfur Spray
Rainy (Monsoon),Black Soil,medium,2.36,Chamomile(Seemai Chamanthi) ,NPK,Powdery Mildew,Chlorothalonil
Rainy (Monsoon),Red Soil,medium,1.72,Chamomile(Seemai Chamanthi) ,Compost,Wilt,Carbendazim
Rainy (Monsoon),Clay,low,2.14,Chamomile(Seemai Chamanthi) ,Urea,Powdery Mildew,Chlorothalonil
Rainy (Monsoon),Clay,medium,1.45,Chamomile(Seemai Chamanthi) ,Compost,Root Rot,Neem Oil
Rainy (Monsoon),Silt,low,4.21,Chamomile(Seemai Chamanthi) ,Urea,Rust,Neem Oil
Summer,Black Soil,medium,0.89,Calendula(saamanthi),Vermicompost,Powdery Mildew,Trichoderma
Spring,Loamy,low,3.43,Calendula(saamanthi),Farmyard Manure,Wilt,Chlorothalonil
Cold,Sandy,high,3.42,Calendula(saamanthi),Bone Meal,Blight,Sulfur Spray
Summer,Black Soil,low,3.19,Calendula(saamanthi),Vermicompost,Wilt,Carbendazim
Rainy (Monsoon),Red Soil,medium,1.58,Calendula(saamanthi),Vermicompost,Powdery Mildew,Sulfur Spray
Spring,Loamy,medium,4.03,Calendula(saamanthi),Urea,Rust,Sulfur Spray
Rainy (Monsoon),Silt,medium,1.69,Calendula(saamanthi),Urea,Blight,Sulfur Spray
Rainy (Monsoon),Clay,medium,2.8,Calendula(saamanthi),Compost,Root Rot,Neem Oil
Spring,Black Soil,low,1.66,Calendula(saamanthi),Urea,Root Rot,Copper Fungicide
Cold,Loamy,high,3.51,Calendula(saamanthi),Vermicompost,Leaf Spot,Chlorothalonil
Winter,Black Soil,high,3.24,Hibiscus(sembaruthi),Vermicompost,Rust,Neem Oil
Spring,Clay,medium,4.72,Hibiscus(sembaruthi),Farmyard Manure,Wilt,Trichoderma
Summer,Clay,medium,3.2,Hibiscus(sembaruthi),Vermicompost,Leaf Spot,Chlorothalonil
Cold,Silt,high,2.55,Hibiscus(sembaruthi),NPK,Leaf Spot,Sulfur Spray
Cold,Loamy,medium,4.83,Hibiscus(sembaruthi),Compost,Rust,Carbendazim
Cold,Silt,low,2.99,Hibiscus(sembaruthi),Compost,Powdery Mildew,Trichoderma
Winter,Red Soil,high,3.43,Hibiscus(sembaruthi),Urea,Powdery Mildew,Neem Oil
Cold,Black Soil,medium,2.92,Hibiscus(sembaruthi),Farmyard Manure,Blight,Trichoderma
Rainy (Monsoon),Black Soil,low,2.6,Hibiscus(sembaruthi),NPK,Powdery Mildew,Sulfur Spray
Winter,Loamy,low,2.92,Hibiscus(sembaruthi),Vermicompost,Wilt,Chlorothalonil
Winter,Sandy,medium,1.49,Marigold(Thulukkamalli),Bone Meal,Blight,Sulfur Spray
Summer,Loamy,high,2.88,Marigold(Thulukkamalli),Compost,Root Rot,Trichoderma
Winter,Loamy,high,3.21,Marigold(Thulukkamalli),Farmyard Manure,Powdery Mildew,Sulfur Spray
Winter,Clay,medium,4.49,Marigold(Thulukkamalli),Compost,Blight,Trichoderma
Rainy (Monsoon),Black Soil,medium,3.25,Marigold(Thulukkamalli),Compost,Wilt,Trichoderma
Summer,Sandy,high,3.13,Marigold(Thulukkamalli),Urea,Blight,Trichoderma
Summer,Loamy,medium,4.38,Marigold(Thulukkamalli),Farmyard Manure,Rust,Trichoderma
Winter,Loamy,low,0.51,Marigold(Thulukkamalli),Bone Meal,Rust,Copper Fungicide
Winter,Black Soil,low,1.03,Marigold(Thulukkamalli),NPK,Leaf Spot,Chlorothalonil
Rainy (Monsoon),Red Soil,high,4.2,Marigold(Thulukkamalli),Vermicompost,Rust,Trichoderma
Winter,Silt,high,0.54,Chrysanthemum(Sevvandhi),Vermicompost,Wilt,Trichoderma
Cold,Clay,medium,4.01,Chrysanthemum(Sevvandhi),NPK,Root Rot,Sulfur Spray
Summer,Loamy,low,3.74,Chrysanthemum(Sevvandhi),Vermicompost,Rust,Carbendazim
Winter,Silt,high,3.9,Chrysanthemum(Sevvandhi),Compost,Rust,Trichoderma
Summer,Clay,high,3.96,Chrysanthemum(Sevvandhi),Farmyard Manure,Powdery Mildew,Trichoderma
Summer,Clay,medium,1.28,Chrysanthemum(Sevvandhi),Farmyard Manure,Wilt,Copper Fungicide
Winter,Clay,high,1.64,Chrysanthemum(Sevvandhi),Bone Meal,Rust,Carbendazim
Spring,Black Soil,low,1.94,Chrysanthemum(Sevvandhi),Vermicompost,Blight,Trichoderma
Spring,Clay,low,4.75,Chrysanthemum(Sevvandhi),Vermicompost,Blight,Sulfur Spray
Cold,Sandy,high,1.38,Chrysanthemum(Sevvandhi),Urea,Powdery Mildew,Neem Oil
Cold,Silt,low,3.41,Gladiolus(vaallily),Urea,Powdery Mildew,Chlorothalonil
Winter,Silt,high,2.77,Gladiolus(vaallily),Urea,Root Rot,Neem Oil
Summer,Red Soil,low,2.72,Gladiolus(vaallily),NPK,Blight,Neem Oil
Rainy (Monsoon),Loamy,high,1,Gladiolus(vaallily),Compost,Rust,Neem Oil
Summer,Sandy,high,3.24,Gladiolus(vaallily),Urea,Blight,Copper Fungicide
Cold,Black Soil,low,4.72,Gladiolus(vaallily),Compost,Root Rot,Carbendazim
Winter,Silt,low,1.62,Gladiolus(vaallily),Compost,Rust,Carbendazim
Winter,Clay,medium,1.57,Gladiolus(vaallily),Compost,Blight,Chlorothalonil
Cold,Silt,medium,3,Gladiolus(vaallily),Bone Meal,Rust,Sulfur Spray
Cold,Red Soil,low,2.19,Gladiolus(vaallily),Compost,Root Rot,Neem Oil
Rainy (Monsoon),Loamy,low,4.09,Tuberose(Sampangi),Compost,Blight,Carbendazim
Cold,Sandy,high,2.04,Tuberose(Sampangi),Bone Meal,Leaf Spot,Trichoderma
Summer,Black Soil,medium,0.98,Tuberose(Sampangi),NPK,Wilt,Chlorothalonil
Rainy (Monsoon),Red Soil,medium,2.55,Tuberose(Sampangi),Farmyard Manure,Powdery Mildew,Sulfur Spray
Summer,Red Soil,medium,2.04,Tuberose(Sampangi),Bone Meal,Rust,Trichoderma
Spring,Sandy,medium,2.87,Tuberose(Sampangi),Bone Meal,Blight,Copper Fungicide
Winter,Silt,high,2.71,Tuberose(Sampangi),Bone Meal,Powdery Mildew,Copper Fungicide
Summer,Clay,low,3.33,Tuberose(Sampangi),Bone Meal,Blight,Sulfur Spray
Rainy (Monsoon),Silt,low,3.89,Tuberose(Sampangi),NPK,Leaf Spot,Sulfur Spray
Cold,Silt,low,1.52,Tuberose(Sampangi),Farmyard Manure,Wilt,Chlorothalonil
Winter,Red Soil,high,1.3,Jasmine(Malligai),Urea,Leaf Spot,Carbendazim
Winter,Clay,medium,3.33,Jasmine(Malligai),Bone Meal,Root Rot,Chlorothalonil
Winter,Red Soil,low,1.8,Jasmine(Malligai),Farmyard Manure,Wilt,Trichoderma
Spring,Loamy,high,1.68,Jasmine(Malligai),Vermicompost,Rust,Trichoderma
Rainy (Monsoon),Silt,low,0.59,Jasmine(Malligai),Vermicompost,Wilt,Sulfur Spray
Cold,Red Soil,medium,3.14,Jasmine(Malligai),NPK,Root Rot,Trichoderma
Rainy (Monsoon),Loamy,high,2.53,Jasmine(Malligai),Bone Meal,Leaf Spot,Chlorothalonil
Winter,Loamy,low,3.03,Jasmine(Malligai),Vermicompost,Powdery Mildew,Copper Fungicide
Rainy (Monsoon),Clay,low,2.36,Jasmine(Malligai),Farmyard Manure,Powdery Mildew,Sulfur Spray
Rainy (Monsoon),Silt,high,2.97,Jasmine(Malligai),Farmyard Manure,Root Rot,Copper Fungicide
Winter,Red Soil,medium,2.36,Rose,Bone Meal,Leaf Spot,Copper Fungicide
Spring,Clay,high,0.99,Rose,Urea,Powdery Mildew,Sulfur Spray
Winter,Clay,low,3.72,Rose,Compost,Leaf Spot,Copper Fungicide
Rainy (Monsoon),Loamy,medium,1.59,Rose,NPK,Powdery Mildew,Neem Oil
Cold,Sandy,low,3.97,Rose,Urea,Root Rot,Trichoderma
Cold,Loamy,high,4.69,Rose,NPK,Wilt,Sulfur Spray
Spring,Black Soil,medium,4.11,Rose,Urea,Wilt,Trichoderma
Summer,Loamy,low,2.73,Rose,Farmyard Manure,Wilt,Chlorothalonil
Summer,Silt,medium,4.21,Rose,Urea,Blight,Sulfur Spray
Winter,Red Soil,low,3.54,Rose,Bone Meal,Powdery Mildew,Chlorothalonil
Cold,Sandy,low,4.09,Geranium,Farmyard Manure,Powdery Mildew,Trichoderma
Rainy (Monsoon),Clay,medium,3.67,Geranium,Urea,Rust,Trichoderma
Spring,Clay,medium,2.96,Geranium,NPK,Blight,Sulfur Spray
Summer,Black Soil,low,4.76,Geranium,Urea,Leaf Spot,Chlorothalonil
Summer,Black Soil,medium,2.85,Geranium,Compost,Powdery Mildew,Trichoderma
Cold,Black Soil,low,0.82,Geranium,Urea,Blight,Sulfur Spray
Rainy (Monsoon),Sandy,medium,1.59,Geranium,Farmyard Manure,Blight,Sulfur Spray
Cold,Clay,medium,1.18,Geranium,Bone Meal,Root Rot,Copper Fungicide
Rainy (Monsoon),Sandy,high,2.6,Geranium,NPK,Blight,Copper Fungicide
Winter,Sandy,medium,4.31,Geranium,Compost,Powdery Mildew,Chlorothalonil
Winter,Clay,medium,3.62,Flamingo flower(Anthurium),NPK,Root Rot,Carbendazim
Winter,Silt,high,4.13,Flamingo flower(Anthurium),Vermicompost,Powdery Mildew,Copper Fungicide
Winter,Black Soil,low,0.73,Flamingo flower(Anthurium),Farmyard Manure,Rust,Chlorothalonil
Rainy (Monsoon),Sandy,low,1.84,Flamingo flower(Anthurium),Compost,Root Rot,Carbendazim
Spring,Red Soil,low,1.64,Flamingo flower(Anthurium),Urea,Wilt,Copper Fungicide
Cold,Black Soil,high,4.01,Flamingo flower(Anthurium),Compost,Wilt,Chlorothalonil
Rainy (Monsoon),Clay,low,4.23,Flamingo flower(Anthurium),Compost,Wilt,Sulfur Spray
Summer,Loamy,medium,2.05,Flamingo flower(Anthurium),Urea,Wilt,Copper Fungicide
Summer,Silt,low,4.4,Flamingo flower(Anthurium),Farmyard Manure,Powdery Mildew,Chlorothalonil
Spring,Silt,low,2.05,Flamingo flower(Anthurium),Urea,Rust,Sulfur Spray
Spring,Loamy,high,3.24,Orchids,Compost,Leaf Spot,Copper Fungicide
Cold,Silt,high,1.72,Orchids,Bone Meal,Wilt,Neem Oil
Summer,Silt,high,3.03,Orchids,NPK,Root Rot,Chlorothalonil
Rainy (Monsoon),Loamy,low,1.22,Orchids,Vermicompost,Wilt,Carbendazim
Rainy (Monsoon),Clay,medium,4.51,Orchids,Farmyard Manure,Wilt,Sulfur Spray
Rainy (Monsoon),Loamy,high,2.08,Orchids,Farmyard Manure,Blight,Neem Oil
Spring,Clay,medium,3.47,Orchids,Urea,Leaf Spot,Sulfur Spray
Winter,Sandy,low,1.47,Orchids,Vermicompost,Blight,Sulfur Spray
Spring,Silt,low,1.61,Orchids,Vermicompost,Root Rot,Chlorothalonil
Winter,Silt,medium,4.09,Orchids,Bone Meal,Rust,Sulfur Spray
Cold,Red Soil,medium,3.14,Lantana(Unni chedi),Bone Meal,Leaf Spot,Trichoderma
Spring,Red Soil,high,4.73,Lantana(Unni chedi),NPK,Wilt,Copper Fungicide
Summer,Sandy,low,1.56,Lantana(Unni chedi),Farmyard Manure,Powdery Mildew,Trichoderma
Winter,Silt,medium,1.94,Lantana(Unni chedi),Bone Meal,Wilt,Neem Oil
Spring,Silt,low,4.96,Lantana(Unni chedi),Urea,Rust,Sulfur Spray
Cold,Clay,low,3.38,Lantana(Unni chedi),NPK,Powdery Mildew,Sulfur Spray
